Clsindex
3290.64
3280.952
3263.48
3152.761
3133.722
3166.649
3122.289
3160.531
3168.897
3163.179
3136.633
3131.111
3138.294
3190.322
3208.082
3180.158
3159.052
3110.649
3066.797
3091.399
3117.376
3071.543
3068.012
3128.927
3117.974
3075.03
3082.232
3081.177
3100.859
3091.033
3136.645
3161.498
3159.15
3174.413
3163.263
3174.032
3192.118
3169.565
3154.282
3193.303
3213.84
3214.35
3168.964
3154.651
3141.303
3135.082
3120.461
3041.443
3095.474
3075.137
3091.191
3114.206
3115.18
3109.499
3067.148
3052.783
3079.802
3049.796
3044.16
3021.901
2907.822
2915.731
2875.81
2889.76
2859.336
2844.508
2813.177
2786.897
2847.418
2775.557
2786.888
2759.126
2733.882
2747.229
2815.11
2827.625
2777.771
2837.659
2831.184
2814.042
2798.126
2787.257
2772.545
2829.271
2859.542
2905.562
2903.647
2882.225
2873.594
2869.05
2876.401
2824.534
2768.024
2740.443
2705.157
2779.374
2744.07
2794.382
2795.31
2785.872
2780.965
2723.258
2705.192
2668.966
2698.466
2733.826
2714.608
2724.624
2729.431
2780.899
2777.981
2769.295
2737.737
2725.25
2720.734
2750.58
2704.337
2691.593
2702.301
2669.485
2664.8
2656.11
2686.578
2681.643
2651.789
2699.95
2730.85
2729.244
2797.485
2781.139
2806.813
2791.775
2821.35
2716.51
2721.013
2725.837
2583.457
2606.912
2568.098
2546.33
2561.614
2486.419
2550.465
2654.876
2594.825
2603.295
2603.8
2598.847
2542.103
2568.048
2602.783
2606.237
2676.476
2665.431
2659.356
2641.342
2635.632
2598.872
2630.519
2654.88
2632.242
2668.17
2679.11
2703.512
2645.854
2651.505
2645.434
2579.483
2575.81
2574.679
2601.736
2567.443
2588.188
2654.798
2665.958
2649.805
2605.888
2584.582
2594.088
2602.153
2634.049
2593.741
2597.974
2576.649
2549.563
2536.267
2516.251
2527.007
2504.819
2498.294
2483.086
2493.896
2465.291
2464.363
2514.868
2533.089
2526.462
2544.345
2535.099
2553.831
2535.765
2570.345
2570.422
2559.637
2596.006
2610.509
2579.704
2581.004
2591.693
2601.723
2596.977
2594.254
2575.576
2584.572
2618.232
2653.896
2671.894
2721.068
2719.7
2682.385
2754.357
2755.646
2761.219
2751.801
2804.226
2961.283
2941.516
2953.824
2940.954
2994.005
3027.575
3054.247
3102.099
3106.418
2969.861
3026.992
3060.307
3026.951
2990.685
3021.751
3096.418
3090.975
